dist,dist_t,pvalue_t,med_dist,dist_5,dist_95,z,embed_type,cov_p_value,data_size
0.10847018908680194,56.98936785207042,0.0,0.11192404300277464,0.099990282647613,0.12411814716903762,[0.06750974 0.06676071 0.11874462 ... 0.10819656 0.09345333 0.08089712],orig,0.0001999600079984003,7336
0.20243670884356887,206.26654079793298,0.0,0.2050634024929369,0.1940781975898804,0.21592523063257843,[0.06750974 0.06676071 0.11874462 ... 0.10819656 0.09345333 0.08089712],cond,0.0001999600079984003,7336
0.21981956662817617,244.55691856893574,0.0,0.22274928443237954,0.21097180428089624,0.23470367294523234,[0.06750974 0.06676071 0.11874462 ... 0.10819656 0.09345333 0.08089712],uncond,0.0001999600079984003,7336
