dist,dist_t,pvalue_t,med_dist,dist_5,dist_95,z,embed_type,cov_p_value,data_size
0.11137256241173815,69.21260645148847,0.0,0.11423855026102342,0.10520617381870728,0.12482773356042641,[0.06750974 0.06676071 0.11874462 ... 0.09345333 0.08089712 0.12636741],orig,0.0001999600079984003,8350
0.2297645642887204,305.7866050929656,0.0,0.2318149414804368,0.22210255909687393,0.24361829075407382,[0.06750974 0.06676071 0.11874462 ... 0.09345333 0.08089712 0.12636741],cond,0.0001999600079984003,8350
0.2367353255990741,325.1069468402234,0.0,0.2387188625804746,0.227953049013319,0.25052841114808433,[0.06750974 0.06676071 0.11874462 ... 0.09345333 0.08089712 0.12636741],uncond,0.0001999600079984003,8350
