dist,dist_t,pvalue_t,med_dist,dist_5,dist_95,z,embed_type,cov_p_value,data_size
0.09563506886054422,18.779534573806576,0.0,0.10306967074766545,0.09165862025964902,0.11658505500484945,[0.06750974 0.06676071 0.09454351 ... 0.04375983 0.09345333 0.08089712],orig,0.0001999600079984003,3578
0.16681609190797492,63.48258508474363,0.0,0.17394306928105085,0.16045628912772542,0.18817102305164712,[0.06750974 0.06676071 0.09454351 ... 0.04375983 0.09345333 0.08089712],cond,0.0001999600079984003,3578
0.1901839811266408,84.75742553011811,0.0,0.19702804141446034,0.18127010131666002,0.21235513761137736,[0.06750974 0.06676071 0.09454351 ... 0.04375983 0.09345333 0.08089712],uncond,0.0001999600079984003,3578
